"","X","taxon","EOO.Area.km2","EOO.Status","AOO","AOO.adjusted.Minimum","AOO.Status"
"212",1,"Helianthus niveus subsp. canescens",814628.619208988,"Least Concern (LC)",4600,4000,"Least Concern (LC)"
"213",1,"Helianthus niveus subsp. tephrodes",142014.997558156,"Least Concern (LC)",2400,2200,"Possible Near Threatened (NT)"
"214",1,"Helianthus niveus",822567.207126735,"Least Concern (LC)",7200,6600,"Least Concern (LC)"
"215",1,"Helianthus nuttallii subsp. nuttallii",3083902.05945333,"Least Concern (LC)",17500,17300,"Least Concern (LC)"
"216",1,"Helianthus nuttallii subsp. parishii",4315.70078589834,"Endangered (EN)",600,600,"Vulnerable (VU)"
"217",1,"Helianthus nuttallii subsp. rydbergii",650413.644259181,"Least Concern (LC)",2200,2200,"Possible Near Threatened (NT)"
"218",1,"Helianthus nuttallii",4771977.6858166,"Least Concern (LC)",42200,41200,"Least Concern (LC)"
"219",1,"Helianthus occidentalis subsp. occidentalis",322282.257349837,"Least Concern (LC)",3600,3400,"Possible Near Threatened (NT)"
"220",1,"Helianthus occidentalis subsp. plantagineus",158520.503626562,"Least Concern (LC)",2300,2200,"Possible Near Threatened (NT)"
"221",1,"Helianthus occidentalis",2059122.25913772,"Least Concern (LC)",12000,11600,"Least Concern (LC)"
"222",1,"Helianthus paradoxus",294594.175887451,"Least Concern (LC)",1900,1600,"Vulnerable (VU)"
"223",1,"Helianthus pauciflorus subsp. pauciflorus",2068664.67778374,"Least Concern (LC)",6700,6400,"Least Concern (LC)"
"224",1,"Helianthus pauciflorus subsp. subrhomboideus",3685685.13114784,"Least Concern (LC)",12500,11900,"Least Concern (LC)"
"225",1,"Helianthus pauciflorus",5786788.87695166,"Least Concern (LC)",18900,18200,"Least Concern (LC)"
"226",1,"Helianthus petiolaris subsp. fallax",756737.024226116,"Least Concern (LC)",14100,13900,"Least Concern (LC)"
"227",1,"Helianthus petiolaris subsp. petiolaris",2824547.71750696,"Least Concern (LC)",11700,11500,"Least Concern (LC)"
"228",1,"Helianthus petiolaris",4433924.72000102,"Least Concern (LC)",83800,82300,"Least Concern (LC)"
"229",1,"Helianthus porteri",19032.1025589639,"Vulnerable (VU)",1700,1400,"Vulnerable (VU)"
"230",1,"Helianthus praecox subsp. hirtus",333.632339946039,"Endangered (EN)",500,400,"Vulnerable (VU)"
"231",1,"Helianthus praecox subsp. runyonii",161196.937454121,"Least Concern (LC)",3200,3000,"Possible Near Threatened (NT)"
"232",1,"Helianthus praecox",65060.2136861283,"Least Concern (LC)",700,500,"Vulnerable (VU)"
"233",1,"Helianthus pumilus",180568.574365985,"Least Concern (LC)",17400,16500,"Least Concern (LC)"
"234",1,"Helianthus radula",511271.058276329,"Least Concern (LC)",12500,12200,"Least Concern (LC)"
"235",1,"Helianthus resinosus",427246.50619043,"Least Concern (LC)",10900,10300,"Least Concern (LC)"
"236",1,"Helianthus salicifolius",410470.695262119,"Least Concern (LC)",4400,4200,"Possible Near Threatened (NT)"
"237",1,"Helianthus schweinitzii",72412.6117792922,"Least Concern (LC)",500,500,"Vulnerable (VU)"
"238",1,"Helianthus silphioides",463610.041043735,"Least Concern (LC)",7200,6700,"Least Concern (LC)"
"239",1,"Helianthus simulans",331271.904885884,"Least Concern (LC)",4600,4300,"Least Concern (LC)"
"240",1,"Helianthus smithii",17336.8274229485,"Vulnerable (VU)",600,500,"Vulnerable (VU)"
"241",1,"Helianthus strumosus",3238436.05633598,"Least Concern (LC)",55700,53800,"Least Concern (LC)"
"242",1,"Helianthus tuberosus",6240672.45479315,"Least Concern (LC)",72000,70400,"Least Concern (LC)"
"243",1,"Helianthus winteri",80.1500194817048,"Critically Endangered (CR)",300,300,"Endangered (EN)"
"244",1,"Helianthus x laetiflorus",2158850.02667734,"Least Concern (LC)",2000,2000,"Possible Near Threatened (NT)"
"245",1,"Hordeum arizonicum",524757.901138797,"Least Concern (LC)",3700,3200,"Possible Near Threatened (NT)"
"246",1,"Hordeum brachyantherum subsp. brachyantherum",7555148.18930851,"Least Concern (LC)",16200,15700,"Least Concern (LC)"
"247",1,"Hordeum brachyantherum subsp. californicum",328629.216662991,"Least Concern (LC)",19300,18000,"Least Concern (LC)"
"248",1,"Hordeum brachyantherum",10588676.670649,"Least Concern (LC)",128400,125600,"Least Concern (LC)"
"249",1,"Hordeum depressum",1044234.17709215,"Least Concern (LC)",21400,21200,"Least Concern (LC)"
"250",1,"Hordeum intercedens",86821.6831497041,"Least Concern (LC)",5800,5300,"Least Concern (LC)"
"251",1,"Hordeum jubatum subsp. intermedium",5892173.90876931,"Least Concern (LC)",22400,21600,"Least Concern (LC)"
"252",1,"Hordeum jubatum subsp. jubatum",13604741.4865505,"Least Concern (LC)",25100,24500,"Least Concern (LC)"
"253",1,"Hordeum jubatum",17498620.1098153,"Least Concern (LC)",156800,154500,"Least Concern (LC)"
"254",1,"Hordeum pusillum",6699505.62543556,"Least Concern (LC)",98200,96800,"Least Concern (LC)"
"255",1,"Humulus lupulus var. lupuloides",2087846.39901225,"Least Concern (LC)",8300,7900,"Least Concern (LC)"
"256",1,"Humulus lupulus var. neomexicanus",2465198.45453251,"Least Concern (LC)",25800,25600,"Least Concern (LC)"
"257",1,"Humulus lupulus var. pubescens",1089838.62772372,"Least Concern (LC)",5200,5100,"Least Concern (LC)"
"258",1,"Humulus lupulus",6916076.15803474,"Least Concern (LC)",24800,23800,"Least Concern (LC)"
"259",1,"Illicium floridanum",380563.786319166,"Least Concern (LC)",15300,14900,"Least Concern (LC)"
"260",1,"Ipomoea alba",410695.043528729,"Least Concern (LC)",2600,2600,"Possible Near Threatened (NT)"
"261",1,"Ipomoea barbatisepala",300161.212744734,"Least Concern (LC)",8500,8100,"Least Concern (LC)"
"262",1,"Ipomoea capillacea",2105870.85363889,"Least Concern (LC)",16000,15700,"Least Concern (LC)"
"263",1,"Ipomoea cardiophylla",193024.574920135,"Least Concern (LC)",1900,1600,"Vulnerable (VU)"
"264",1,"Ipomoea coccinea",196611.2664362,"Least Concern (LC)",2300,2300,"Possible Near Threatened (NT)"
"265",1,"Ipomoea cordatotriloba var. cordatotriloba",1550144.06528573,"Least Concern (LC)",7800,7600,"Least Concern (LC)"
"266",1,"Ipomoea cordatotriloba var. torreyana",389814.17063516,"Least Concern (LC)",1600,1500,"Vulnerable (VU)"
"267",1,"Ipomoea cordatotriloba",901735.30682244,"Least Concern (LC)",10600,10000,"Least Concern (LC)"
"268",1,"Ipomoea costellata",2690307.63214455,"Least Concern (LC)",35800,35000,"Least Concern (LC)"
"269",1,"Ipomoea cristulata",1840597.29830395,"Least Concern (LC)",35800,34200,"Least Concern (LC)"
"270",1,"Ipomoea hederifolia",797831.861267971,"Least Concern (LC)",5500,5400,"Least Concern (LC)"
"271",1,"Ipomoea imperati",3429740.08999939,"Least Concern (LC)",4100,3700,"Possible Near Threatened (NT)"
"272",1,"Ipomoea indica",1813102.469582,"Least Concern (LC)",3400,3100,"Possible Near Threatened (NT)"
"273",1,"Ipomoea lacunosa",1186790.5660282,"Least Concern (LC)",14700,13900,"Least Concern (LC)"
"274",1,"Ipomoea leptophylla",956210.984123105,"Least Concern (LC)",28900,28000,"Least Concern (LC)"
"275",1,"Ipomoea leucantha",1199681.79487493,"Least Concern (LC)",1400,1400,"Vulnerable (VU)"
"276",1,"Ipomoea lindheimeri",519936.725952077,"Least Concern (LC)",6200,6100,"Least Concern (LC)"
"277",1,"Ipomoea longifolia",444720.609123602,"Least Concern (LC)",10000,8900,"Least Concern (LC)"
"278",1,"Ipomoea macrorhiza",100466.871763551,"Least Concern (LC)",500,500,"Vulnerable (VU)"
"279",1,"Ipomoea pandurata",2634737.67847187,"Least Concern (LC)",43600,42700,"Least Concern (LC)"
"280",1,"Ipomoea pes-caprae",8891949.30070423,"Least Concern (LC)",4600,4500,"Least Concern (LC)"
"281",1,"Ipomoea plummerae",733288.363741449,"Least Concern (LC)",9600,9500,"Least Concern (LC)"
"282",1,"Ipomoea pubescens",713265.573000668,"Least Concern (LC)",3200,3100,"Possible Near Threatened (NT)"
"283",1,"Ipomoea sagittata",1377775.17950056,"Least Concern (LC)",7000,6700,"Least Concern (LC)"
"284",1,"Ipomoea tenuissima",174387.393356954,"Least Concern (LC)",600,500,"Vulnerable (VU)"
"285",1,"Ipomoea ternifolia var. leptotoma",453619.261372436,"Least Concern (LC)",14800,13700,"Least Concern (LC)"
"286",1,"Ipomoea ternifolia",1072705.12495393,"Least Concern (LC)",7400,6900,"Least Concern (LC)"
"287",1,"Ipomoea thurberi",89864.0738344507,"Least Concern (LC)",3500,3100,"Possible Near Threatened (NT)"
"288",1,"Ipomoea tiliacea",1556628.9996928,"Least Concern (LC)",6800,6600,"Least Concern (LC)"
"289",1,"Ipomoea trifida",1776658.62772674,"Least Concern (LC)",6900,6600,"Least Concern (LC)"
"290",1,"Ipomoea violacea",366138.099454133,"Least Concern (LC)",1000,1000,"Vulnerable (VU)"
"291",1,"Ipomoea wrightii",418662.096711986,"Least Concern (LC)",700,700,"Vulnerable (VU)"
"292",1,"Carya glabra",337116.136565572,"Least Concern (LC)",1000,900,"Vulnerable (VU)"
"293",1,"Carya illinoinensis",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
"294",1,"Juglans californica",295017.661351357,"Least Concern (LC)",21100,20300,"Least Concern (LC)"
"295",1,"Juglans cinerea",2096860.6931453,"Least Concern (LC)",34000,33200,"Least Concern (LC)"
"296",1,"Juglans hindsii",244786.294406998,"Least Concern (LC)",19700,19200,"Least Concern (LC)"
"297",1,"Juglans jamaicensis",676.329359055672,"Endangered (EN)",300,300,"Endangered (EN)"
"298",1,"Juglans major var. major",337116.136565572,"Least Concern (LC)",1000,900,"Vulnerable (VU)"
"299",1,"Juglans major",2293240.23913027,"Least Concern (LC)",47300,44100,"Least Concern (LC)"
"300",1,"Juglans microcarpa var. microcarpa",44402.4103951479,"Possible Near Threatened (NT)",700,700,"Vulnerable (VU)"
"301",1,"Juglans microcarpa",826904.265560342,"Least Concern (LC)",9600,9300,"Least Concern (LC)"
"302",1,"Juglans nigra",4022610.82434197,"Least Concern (LC)",64400,63300,"Least Concern (LC)"
"303",1,"Lactuca biennis",13549731.8178737,"Least Concern (LC)",46100,45300,"Least Concern (LC)"
"304",1,"Lactuca canadensis",12226322.1827566,"Least Concern (LC)",91100,89200,"Least Concern (LC)"
"305",1,"Lactuca floridana",5011535.70554785,"Least Concern (LC)",49200,48000,"Least Concern (LC)"
"306",1,"Lactuca graminifolia",4908060.13016692,"Least Concern (LC)",15900,15300,"Least Concern (LC)"
"307",1,"Lactuca hirsuta",2035606.07212697,"Least Concern (LC)",6300,6200,"Least Concern (LC)"
"308",1,"Lactuca ludoviciana",9474621.89925925,"Least Concern (LC)",27000,26400,"Least Concern (LC)"
"309",1,"Lactuca tatarica subsp. pulchella",4961402.94350998,"Least Concern (LC)",35400,35100,"Least Concern (LC)"
"310",1,"Lactuca tatarica",9474621.89925925,"Least Concern (LC)",27000,26400,"Least Concern (LC)"
"311",1,"Leymus ambiguus",207805.929019263,"Least Concern (LC)",2800,2600,"Possible Near Threatened (NT)"
"312",1,"Leymus californicus",3458.70494843736,"Endangered (EN)",1500,1300,"Vulnerable (VU)"
"313",1,"Leymus cinereus",3336799.03070203,"Least Concern (LC)",97200,94300,"Least Concern (LC)"
"314",1,"Leymus condensatus",383961.124298707,"Least Concern (LC)",27000,25000,"Least Concern (LC)"
"315",1,"Leymus flavescens",301189.211040155,"Least Concern (LC)",6700,6200,"Least Concern (LC)"
"316",1,"Leymus innovatus",7742818.90285851,"Least Concern (LC)",40100,38600,"Least Concern (LC)"
"317",1,"Leymus mollis subsp. mollis",18133560.5691017,"Least Concern (LC)",11200,11000,"Least Concern (LC)"
"318",1,"Leymus mollis",20334942.2353812,"Least Concern (LC)",32100,30800,"Least Concern (LC)"
"319",1,"Leymus pacificus",17523.3668354909,"Vulnerable (VU)",1200,1100,"Vulnerable (VU)"
"320",1,"Leymus salina subsp. salina",91931.0775219369,"Least Concern (LC)",1300,1100,"Vulnerable (VU)"
"321",1,"Leymus salina subsp. salmonis",114688.889992131,"Least Concern (LC)",400,400,"Endangered (EN)"
"322",1,"Leymus salina",725141.900277556,"Least Concern (LC)",8200,7700,"Least Concern (LC)"
"323",1,"Leymus simplex",25287.645743795,"Possible Near Threatened (NT)",1000,800,"Vulnerable (VU)"
"324",1,"Leymus triticoides",3518420.4287252,"Least Concern (LC)",66900,65900,"Least Concern (LC)"
"325",1,"Malus angustifolia",1215391.03443878,"Least Concern (LC)",14700,13900,"Least Concern (LC)"
"326",1,"Malus coronaria",1707087.55320058,"Least Concern (LC)",31000,29500,"Least Concern (LC)"
"327",1,"Malus fusca",2722529.00613906,"Least Concern (LC)",25100,24100,"Least Concern (LC)"
"328",1,"Malus ioensis",875042.201754294,"Least Concern (LC)",13900,13700,"Least Concern (LC)"
"329",1,"Manihot angustiloba",343130.974101304,"Least Concern (LC)",10400,10000,"Least Concern (LC)"
"330",1,"Manihot davisiae",178382.093444509,"Least Concern (LC)",1900,1900,"Vulnerable (VU)"
"331",1,"Nicotiana attenuata",2181564.29859473,"Least Concern (LC)",65600,63500,"Least Concern (LC)"
"332",1,"Nicotiana clevelandii",662915.371912985,"Least Concern (LC)",8200,6900,"Least Concern (LC)"
"333",1,"Nicotiana obtusifolia",2764525.03944523,"Least Concern (LC)",93300,93300,"Least Concern (LC)"
"334",1,"Nicotiana quadrivalvis",481816.136478755,"Least Concern (LC)",17700,17100,"Least Concern (LC)"
"335",1,"Nicotiana repanda",284703.912701754,"Least Concern (LC)",3200,3100,"Possible Near Threatened (NT)"
"336",1,"Oryza latifolia",284703.912701754,"Least Concern (LC)",3200,3100,"Possible Near Threatened (NT)"
"337",1,"Panicum virgatum",12436881.8248913,"Least Concern (LC)",162200,159000,"Least Concern (LC)"
"338",1,"Persea borbonia var. pubescens",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
"339",1,"Persea borbonia",1518918.9665362,"Least Concern (LC)",11800,11500,"Least Concern (LC)"
"340",1,"Phaseolus acutifolius var. acutifolius",686570.976728451,"Least Concern (LC)",6600,6400,"Least Concern (LC)"
"341",1,"Phaseolus acutifolius var. tenuifolius",549916.195171044,"Least Concern (LC)",6600,6400,"Least Concern (LC)"
"342",1,"Phaseolus acutifolius",1876277.67118235,"Least Concern (LC)",40100,38100,"Least Concern (LC)"
"343",1,"Phaseolus angustissimus",719536.500909312,"Least Concern (LC)",29400,28500,"Least Concern (LC)"
"344",1,"Phaseolus filiformis",1184387.7952445,"Least Concern (LC)",32600,32200,"Least Concern (LC)"
"345",1,"Phaseolus grayanus",748926.792331049,"Least Concern (LC)",13000,12800,"Least Concern (LC)"
"346",1,"Phaseolus leptostachyus",1112310.14246179,"Least Concern (LC)",13400,13000,"Least Concern (LC)"
"347",1,"Phaseolus maculatus subsp. maculatus",861267.062309954,"Least Concern (LC)",11400,10600,"Least Concern (LC)"
"348",1,"Phaseolus maculatus subsp. ritensis",1031170.70072116,"Least Concern (LC)",12900,11500,"Least Concern (LC)"
"349",1,"Phaseolus maculatus",1470567.31776244,"Least Concern (LC)",26600,24700,"Least Concern (LC)"
"350",1,"Phaseolus parvulus",766715.319239847,"Least Concern (LC)",10300,9500,"Least Concern (LC)"
"351",1,"Phaseolus polystachios subsp. polystachios",1503839.55290421,"Least Concern (LC)",4300,4100,"Possible Near Threatened (NT)"
"352",1,"Phaseolus polystachios subsp. sinuatus",205710.12996273,"Least Concern (LC)",1300,1300,"Vulnerable (VU)"
"353",1,"Phaseolus polystachios subsp. smilacifolius",5545.87477868686,"Vulnerable (VU)",400,400,"Endangered (EN)"
"354",1,"Phaseolus polystachios",2200850.5559984,"Least Concern (LC)",41300,40300,"Least Concern (LC)"
"355",1,"Phaseolus texensis",5580.31227201986,"Vulnerable (VU)",700,800,"Vulnerable (VU)"
"356",1,"Pistacia texana",124227.85192464,"Least Concern (LC)",300,300,"Endangered (EN)"
"357",1,"Prunus americana",6335617.63524179,"Least Concern (LC)",81500,80000,"Least Concern (LC)"
"358",1,"Prunus andersonii",304546.146998781,"Least Concern (LC)",19600,18300,"Least Concern (LC)"
"359",1,"Prunus angustifolia",2809118.87881486,"Least Concern (LC)",22700,22500,"Least Concern (LC)"
"360",1,"Prunus caroliniana",1713583.92597543,"Least Concern (LC)",16400,16000,"Least Concern (LC)"
"361",1,"Prunus emarginata",3074473.37988628,"Least Concern (LC)",99900,98000,"Least Concern (LC)"
"362",1,"Prunus eremophila",134.149702743335,"Endangered (EN)",400,200,"Endangered (EN)"
"363",1,"Prunus fasciculata var. fasciculata",223884.860662573,"Least Concern (LC)",3800,3400,"Possible Near Threatened (NT)"
"364",1,"Prunus fasciculata var. punctata",7975.37317141971,"Vulnerable (VU)",700,600,"Vulnerable (VU)"
"365",1,"Prunus fasciculata",709168.39284302,"Least Concern (LC)",32900,31900,"Least Concern (LC)"
"366",1,"Prunus fremontii",138573.33726733,"Least Concern (LC)",5600,5500,"Least Concern (LC)"
"367",1,"Prunus geniculata",4808.69802169621,"Endangered (EN)",800,600,"Vulnerable (VU)"
"368",1,"Prunus gracilis",566242.581365426,"Least Concern (LC)",4200,4100,"Possible Near Threatened (NT)"
"369",1,"Prunus havardii",17580.1471229012,"Vulnerable (VU)",1100,1000,"Vulnerable (VU)"
"370",1,"Prunus hortulana",565734.716071363,"Least Concern (LC)",7500,7500,"Least Concern (LC)"
"371",1,"Prunus ilicifolia var. ilicifolia",170326.263631796,"Least Concern (LC)",15600,14700,"Least Concern (LC)"
"372",1,"Prunus ilicifolia var. occidentalis",149772.143367418,"Least Concern (LC)",4300,4100,"Possible Near Threatened (NT)"
"373",1,"Prunus ilicifolia",378528.863120902,"Least Concern (LC)",39500,37500,"Least Concern (LC)"
"374",1,"Prunus maritima",76156.3014235164,"Least Concern (LC)",4100,3900,"Possible Near Threatened (NT)"
"375",1,"Prunus mexicana",1514670.77373731,"Least Concern (LC)",17900,17600,"Least Concern (LC)"
"376",1,"Prunus minutiflora",138879.981073752,"Least Concern (LC)",3700,3500,"Possible Near Threatened (NT)"
"377",1,"Prunus murrayana",249562.20199715,"Least Concern (LC)",1300,1300,"Vulnerable (VU)"
"378",1,"Prunus myrtifolia",60222.210513585,"Least Concern (LC)",700,700,"Vulnerable (VU)"
"379",1,"Prunus nigra",1599717.91058713,"Least Concern (LC)",6200,5600,"Least Concern (LC)"
"380",1,"Prunus pensylvanica",10112933.1084504,"Least Concern (LC)",50700,49700,"Least Concern (LC)"
"381",1,"Prunus pumila var. besseyi",1531674.71120598,"Least Concern (LC)",9400,8700,"Least Concern (LC)"
"382",1,"Prunus pumila var. depressa",603652.972151676,"Least Concern (LC)",1300,1100,"Vulnerable (VU)"
"383",1,"Prunus pumila var. pumila",451621.105181302,"Least Concern (LC)",2100,1700,"Possible Near Threatened (NT)"
"384",1,"Prunus pumila var. susquehanae",1449619.44301297,"Least Concern (LC)",3800,3700,"Possible Near Threatened (NT)"
"385",1,"Prunus pumila",3363079.52118927,"Least Concern (LC)",13900,13300,"Least Concern (LC)"
"386",1,"Prunus rivularis",1118440.19359761,"Least Concern (LC)",6900,6600,"Least Concern (LC)"
"387",1,"Prunus serotina var. alabamensis",173307.547770286,"Least Concern (LC)",2400,2300,"Possible Near Threatened (NT)"
"388",1,"Prunus serotina var. serotina",4365671.89070724,"Least Concern (LC)",24100,23000,"Least Concern (LC)"
"389",1,"Prunus serotina var. virens",953804.894275784,"Least Concern (LC)",22700,21300,"Least Concern (LC)"
"390",1,"Prunus serotina",6126045.98628464,"Least Concern (LC)",101600,1e+05,"Least Concern (LC)"
"391",1,"Prunus subcordata",408564.783622189,"Least Concern (LC)",18500,18100,"Least Concern (LC)"
"392",1,"Prunus texana",39807.693470507,"Possible Near Threatened (NT)",1500,1400,"Vulnerable (VU)"
"393",1,"Prunus umbellata",2826181.5712451,"Least Concern (LC)",25000,24500,"Least Concern (LC)"
"394",1,"Prunus virginiana var. demissa",3582796.54581262,"Least Concern (LC)",137400,136300,"Least Concern (LC)"
"395",1,"Prunus virginiana var. virginiana",1812926.83964343,"Least Concern (LC)",9800,9200,"Least Concern (LC)"
"396",1,"Prunus virginiana",12354161.6851576,"Least Concern (LC)",123100,120800,"Least Concern (LC)"
"397",1,"Pseudoroegneria spicata",8357329.75212067,"Least Concern (LC)",135500,133900,"Least Concern (LC)"
"398",1,"Psidium guajava",8357329.75212067,"Least Concern (LC)",135500,133900,"Least Concern (LC)"
"399",1,"Ribes amarum",254737.771456697,"Least Concern (LC)",11600,11000,"Least Concern (LC)"
"400",1,"Ribes americanum",5858279.67735833,"Least Concern (LC)",45100,43300,"Least Concern (LC)"
"401",1,"Ribes aureum var. aureum",2746345.53849022,"Least Concern (LC)",31800,30700,"Least Concern (LC)"
"402",1,"Ribes aureum var. gracillimum",96631.8519864985,"Least Concern (LC)",4500,3900,"Least Concern (LC)"
"403",1,"Ribes aureum var. villosum",3143461.86962326,"Least Concern (LC)",26100,25100,"Least Concern (LC)"
"404",1,"Ribes aureum",6567387.41795171,"Least Concern (LC)",101500,100100,"Least Concern (LC)"
"405",1,"Ribes binominatum",369618.241105317,"Least Concern (LC)",9200,8600,"Least Concern (LC)"
"406",1,"Ribes bracteosum",3224663.17220254,"Least Concern (LC)",33200,32100,"Least Concern (LC)"
"407",1,"Ribes californicum var. hesperium",41942.9468425484,"Possible Near Threatened (NT)",3200,2800,"Possible Near Threatened (NT)"
"408",1,"Ribes californicum",301670.74037089,"Least Concern (LC)",19400,18600,"Least Concern (LC)"
"409",1,"Ribes cereum var. cereum",2667861.43160682,"Least Concern (LC)",47700,46400,"Least Concern (LC)"
"410",1,"Ribes cereum var. colubrinum",255857.554271852,"Least Concern (LC)",3500,2900,"Possible Near Threatened (NT)"
"411",1,"Ribes cereum",2862556.07014623,"Least Concern (LC)",141700,138600,"Least Concern (LC)"
"412",1,"Ribes curvatum",476250.762360535,"Least Concern (LC)",1300,1200,"Vulnerable (VU)"
"413",1,"Ribes cynosbati",2826033.73512317,"Least Concern (LC)",34100,33400,"Least Concern (LC)"
"414",1,"Ribes divaricatum",1711614.93468567,"Least Concern (LC)",26200,25700,"Least Concern (LC)"
"415",1,"Ribes echinellum",87400.5004162685,"Least Concern (LC)",800,700,"Vulnerable (VU)"
"416",1,"Ribes erythrocarpum",120498.759976506,"Least Concern (LC)",2600,2200,"Possible Near Threatened (NT)"
"417",1,"Ribes glandulosum",10076874.5912368,"Least Concern (LC)",25200,24900,"Least Concern (LC)"
"418",1,"Ribes hirtellum",4660797.08391285,"Least Concern (LC)",17200,17000,"Least Concern (LC)"
"419",1,"Ribes howellii",47569.5460490745,"Least Concern (LC)",3200,2700,"Possible Near Threatened (NT)"
"420",1,"Ribes hudsonianum var. hudsonianum",786904.762348433,"Least Concern (LC)",400,400,"Endangered (EN)"
