"","X","taxon","EOO.Area.km2","EOO.Status","AOO","AOO.adjusted.Minimum","AOO.Status"
"421",1,"Ribes hudsonianum var. petiolare",1026394.3073365,"Least Concern (LC)",28400,27800,"Least Concern (LC)"
"422",1,"Ribes hudsonianum",10961561.7563154,"Least Concern (LC)",52900,52300,"Least Concern (LC)"
"423",1,"Ribes indecorum",315270.26956767,"Least Concern (LC)",19700,18000,"Least Concern (LC)"
"424",1,"Ribes inerme",2945118.24356529,"Least Concern (LC)",55500,53900,"Least Concern (LC)"
"425",1,"Ribes lacustre",14552195.0023898,"Least Concern (LC)",123600,121300,"Least Concern (LC)"
"426",1,"Ribes lasianthum",134630.699014285,"Least Concern (LC)",4300,4000,"Possible Near Threatened (NT)"
"427",1,"Ribes laxiflorum",5099371.19327605,"Least Concern (LC)",30000,29500,"Least Concern (LC)"
"428",1,"Ribes leptanthum",781600.097507566,"Least Concern (LC)",28400,26900,"Least Concern (LC)"
"429",1,"Ribes lobbii",1066890.5097925,"Least Concern (LC)",22200,21700,"Least Concern (LC)"
"430",1,"Ribes malvaceum var. malvaceum",129573.051884778,"Least Concern (LC)",4900,4600,"Least Concern (LC)"
"431",1,"Ribes malvaceum var. viridifolium",26920.8623194578,"Possible Near Threatened (NT)",3200,2900,"Possible Near Threatened (NT)"
"432",1,"Ribes malvaceum",388664.182122725,"Least Concern (LC)",28100,26000,"Least Concern (LC)"
"433",1,"Ribes marshallii",178241.900163865,"Least Concern (LC)",3900,3300,"Possible Near Threatened (NT)"
"434",1,"Ribes menziesii",594871.519492093,"Least Concern (LC)",17000,14900,"Least Concern (LC)"
"435",1,"Ribes mescalerium",8565.92774037529,"Vulnerable (VU)",500,500,"Vulnerable (VU)"
"436",1,"Ribes missouriense",1331503.23329225,"Least Concern (LC)",24000,23100,"Least Concern (LC)"
"437",1,"Ribes montigenum",2233991.8687679,"Least Concern (LC)",92600,88800,"Least Concern (LC)"
"438",1,"Ribes nevadense",263409.315747009,"Least Concern (LC)",18100,17200,"Least Concern (LC)"
"439",1,"Ribes niveum",791686.728193766,"Least Concern (LC)",16600,15500,"Least Concern (LC)"
"440",1,"Ribes oxyacanthoides subsp. cognatum",179981.215740767,"Least Concern (LC)",6300,5700,"Least Concern (LC)"
"441",1,"Ribes oxyacanthoides subsp. hendersonii",47569.5460490745,"Least Concern (LC)",3200,2700,"Possible Near Threatened (NT)"
"442",1,"Ribes oxyacanthoides subsp. irriguum",659598.790270713,"Least Concern (LC)",9700,9200,"Least Concern (LC)"
"443",1,"Ribes oxyacanthoides subsp. oxyacanthoides",4206571.44138181,"Least Concern (LC)",10800,10400,"Least Concern (LC)"
"444",1,"Ribes oxyacanthoides subsp. setosum",592958.337702722,"Least Concern (LC)",27700,26900,"Least Concern (LC)"
"445",1,"Ribes oxyacanthoides",7361124.11517986,"Least Concern (LC)",36600,35900,"Least Concern (LC)"
"446",1,"Ribes pinetorum",306050.077502677,"Least Concern (LC)",11400,10700,"Least Concern (LC)"
"447",1,"Ribes quercetorum",606960.54204466,"Least Concern (LC)",18600,17800,"Least Concern (LC)"
"448",1,"Ribes roezlii var. amictum",37736.5835733669,"Possible Near Threatened (NT)",500,400,"Vulnerable (VU)"
"449",1,"Ribes roezlii var. cruentum",411952.331685253,"Least Concern (LC)",6400,5900,"Least Concern (LC)"
"450",1,"Ribes roezlii var. roezlii",166170.123259429,"Least Concern (LC)",9400,8400,"Least Concern (LC)"
"451",1,"Ribes roezlii",592451.568029263,"Least Concern (LC)",52900,52000,"Least Concern (LC)"
"452",1,"Ribes rotundifolium",429100.099655923,"Least Concern (LC)",15000,14400,"Least Concern (LC)"
"453",1,"Ribes sanguineum var. glutinosum",245606.112504745,"Least Concern (LC)",9000,8800,"Least Concern (LC)"
"454",1,"Ribes sanguineum var. sanguineum",155403.584532954,"Least Concern (LC)",9000,8700,"Least Concern (LC)"
"455",1,"Ribes sanguineum",2130542.55999873,"Least Concern (LC)",61500,60600,"Least Concern (LC)"
"456",1,"Ribes sericeum",6522.93294101638,"Vulnerable (VU)",1700,1600,"Vulnerable (VU)"
"457",1,"Ribes speciosum",238245.714423364,"Least Concern (LC)",18500,18200,"Least Concern (LC)"
"458",1,"Ribes thacherianum",46027.4499566712,"Least Concern (LC)",700,500,"Vulnerable (VU)"
"459",1,"Ribes triste",11265017.5644481,"Least Concern (LC)",49600,48700,"Least Concern (LC)"
"460",1,"Ribes tularense",247.476574579077,"Endangered (EN)",400,400,"Endangered (EN)"
"461",1,"Ribes velutinum",1395107.08185548,"Least Concern (LC)",45800,44200,"Least Concern (LC)"
"462",1,"Ribes viburnifolium",103634.704864325,"Least Concern (LC)",1600,1400,"Vulnerable (VU)"
"463",1,"Ribes viscosissimum",3112024.30020074,"Least Concern (LC)",92000,90000,"Least Concern (LC)"
"464",1,"Ribes watsonianum",76892.94725557,"Least Concern (LC)",3200,3100,"Possible Near Threatened (NT)"
"465",1,"Ribes wolfii",1219450.39406171,"Least Concern (LC)",31100,29100,"Least Concern (LC)"
"466",1,"Rubus abactus",1052161.18862523,"Least Concern (LC)",11300,11000,"Least Concern (LC)"
"467",1,"Rubus aboriginum",1039064.15592489,"Least Concern (LC)",5300,5100,"Least Concern (LC)"
"468",1,"Rubus allegheniensis",2721909.17813358,"Least Concern (LC)",57200,55800,"Least Concern (LC)"
"469",1,"Rubus alumnus",1165235.47872038,"Least Concern (LC)",7500,7500,"Least Concern (LC)"
"470",1,"Rubus andrewsianus",287.012542767801,"Endangered (EN)",200,200,"Endangered (EN)"
"471",1,"Rubus arcticus subsp. acaulis",11581997.9120663,"Least Concern (LC)",36200,35400,"Least Concern (LC)"
"472",1,"Rubus arcticus subsp. arcticus",1060952.4665599,"Least Concern (LC)",3100,3100,"Possible Near Threatened (NT)"
"473",1,"Rubus arcticus subsp. stellatus",4373862.13834818,"Least Concern (LC)",12300,11800,"Least Concern (LC)"
"474",1,"Rubus arcticus",7402572.29808891,"Least Concern (LC)",57500,56100,"Least Concern (LC)"
"475",1,"Rubus argutus",1023026.22056775,"Least Concern (LC)",10900,10300,"Least Concern (LC)"
"476",1,"Rubus baileyanus",259914.127562808,"Least Concern (LC)",400,400,"Endangered (EN)"
"477",1,"Rubus canadensis",2989526.46627546,"Least Concern (LC)",12200,12200,"Least Concern (LC)"
"478",1,"Rubus chamaemorus",14346761.0373116,"Least Concern (LC)",47300,45700,"Least Concern (LC)"
"479",1,"Rubus cuneifolius",184165.249135762,"Least Concern (LC)",2700,2600,"Possible Near Threatened (NT)"
"480",1,"Rubus deamii",92628.601389925,"Least Concern (LC)",600,500,"Vulnerable (VU)"
"481",1,"Rubus deliciosus",307911.046193956,"Least Concern (LC)",17600,16300,"Least Concern (LC)"
"482",1,"Rubus enslenii",1437929.00867995,"Least Concern (LC)",11600,11300,"Least Concern (LC)"
"483",1,"Rubus flagellaris",2369380.57765392,"Least Concern (LC)",18400,17600,"Least Concern (LC)"
"484",1,"Rubus frondosus",1382656.64358924,"Least Concern (LC)",7600,7300,"Least Concern (LC)"
"485",1,"Rubus glandicaulis",420324.074178628,"Least Concern (LC)",1000,1000,"Vulnerable (VU)"
"486",1,"Rubus hawaiensis",9727.17850928956,"Vulnerable (VU)",1400,1200,"Vulnerable (VU)"
"487",1,"Rubus hispidus",2026618.66172265,"Least Concern (LC)",31000,29800,"Least Concern (LC)"
"488",1,"Rubus idaeus subsp. strigosus",13910616.1731121,"Least Concern (LC)",57100,57200,"Least Concern (LC)"
"489",1,"Rubus idaeus",20417726.3245267,"Least Concern (LC)",58800,57700,"Least Concern (LC)"
"490",1,"Rubus lasiococcus",326066.536294681,"Least Concern (LC)",15000,14500,"Least Concern (LC)"
"491",1,"Rubus leucodermis",3321415.63429126,"Least Concern (LC)",46000,45000,"Least Concern (LC)"
"492",1,"Rubus lucidus",37059.8997615933,"Possible Near Threatened (NT)",300,300,"Endangered (EN)"
"493",1,"Rubus missouricus",156276.962098858,"Least Concern (LC)",700,700,"Vulnerable (VU)"
"494",1,"Rubus neglectus",64722.7999533761,"Least Concern (LC)",400,400,"Endangered (EN)"
"495",1,"Rubus neomexicanus",467105.901479841,"Least Concern (LC)",12200,11200,"Least Concern (LC)"
"496",1,"Rubus nivalis",591785.068640948,"Least Concern (LC)",7800,7600,"Least Concern (LC)"
"497",1,"Rubus notatus",212534.628223454,"Least Concern (LC)",600,600,"Vulnerable (VU)"
"498",1,"Rubus nutkanus",7512018.79144937,"Least Concern (LC)",118900,115400,"Least Concern (LC)"
"499",1,"Rubus occidentalis",3322958.41248668,"Least Concern (LC)",54700,53700,"Least Concern (LC)"
"500",1,"Rubus odoratus",1174157.50233874,"Least Concern (LC)",28500,27500,"Least Concern (LC)"
"501",1,"Rubus orarius",64722.7999533761,"Least Concern (LC)",400,400,"Endangered (EN)"
"502",1,"Rubus ostryifolius",326066.536294681,"Least Concern (LC)",15000,14500,"Least Concern (LC)"
"503",1,"Rubus pedatus",4196132.22224673,"Least Concern (LC)",39200,38700,"Least Concern (LC)"
"504",1,"Rubus pennus",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
"505",1,"Rubus pensilvanicus",3057060.29196389,"Least Concern (LC)",29400,28400,"Least Concern (LC)"
"506",1,"Rubus pubescens",8069624.40922877,"Least Concern (LC)",37200,36100,"Least Concern (LC)"
"507",1,"Rubus recurvans",788581.137596332,"Least Concern (LC)",2300,2100,"Possible Near Threatened (NT)"
"508",1,"Rubus riograndis",278696.657624737,"Least Concern (LC)",2400,2400,"Possible Near Threatened (NT)"
"509",1,"Rubus semisetosus",399526.324317655,"Least Concern (LC)",1200,1100,"Vulnerable (VU)"
"510",1,"Rubus setosus",1304026.10676129,"Least Concern (LC)",4100,3900,"Possible Near Threatened (NT)"
"511",1,"Rubus spectabilis",8008544.21312822,"Least Concern (LC)",75900,72800,"Least Concern (LC)"
"512",1,"Rubus stipulatus",50422.4882139531,"Least Concern (LC)",900,800,"Vulnerable (VU)"
"513",1,"Rubus trivialis",2621156.86363156,"Least Concern (LC)",22700,22300,"Least Concern (LC)"
"514",1,"Rubus ursinus subsp. macropetalus",1052161.18862523,"Least Concern (LC)",11300,11000,"Least Concern (LC)"
"515",1,"Rubus ursinus subsp. ursinus",91476.0915480503,"Least Concern (LC)",400,400,"Endangered (EN)"
"516",1,"Rubus ursinus",1531980.48362965,"Least Concern (LC)",78400,76600,"Least Concern (LC)"
"517",1,"Rubus vermontanus",982778.508736015,"Least Concern (LC)",2900,2700,"Possible Near Threatened (NT)"
"518",1,"Saccharum alopecuroides",1176003.43252699,"Least Concern (LC)",6900,6700,"Least Concern (LC)"
"519",1,"Saccharum baldwinii",964115.416850735,"Least Concern (LC)",4600,4300,"Least Concern (LC)"
"520",1,"Saccharum brevibarbe var. contortum",914325.174347536,"Least Concern (LC)",5600,5300,"Least Concern (LC)"
"521",1,"Saccharum brevibarbe",872148.564992869,"Least Concern (LC)",2800,2700,"Possible Near Threatened (NT)"
"522",1,"Saccharum coarctatum",282866.666193314,"Least Concern (LC)",1400,1400,"Vulnerable (VU)"
"523",1,"Saccharum giganteum",1709062.32253052,"Least Concern (LC)",17000,16500,"Least Concern (LC)"
"524",1,"Solanum adscendens",25205.1853993893,"Possible Near Threatened (NT)",1900,1700,"Vulnerable (VU)"
"525",1,"Solanum americanum",3345976.67743695,"Least Concern (LC)",2600,2600,"Possible Near Threatened (NT)"
"526",1,"Solanum bahamense",397188.512314122,"Least Concern (LC)",4000,3700,"Possible Near Threatened (NT)"
"527",1,"Solanum campechiense",2977806.41302462,"Least Concern (LC)",1700,1700,"Vulnerable (VU)"
"528",1,"Solanum carolinense",5219183.20937853,"Least Concern (LC)",98400,97200,"Least Concern (LC)"
"529",1,"Solanum citrullifolium",121497.970469127,"Least Concern (LC)",1700,1700,"Vulnerable (VU)"
"530",1,"Solanum dimidiatum",1481653.55801688,"Least Concern (LC)",11400,10800,"Least Concern (LC)"
"531",1,"Solanum donianum",1757691.34017549,"Least Concern (LC)",3300,3000,"Possible Near Threatened (NT)"
"532",1,"Solanum douglasii",4293249.42481132,"Least Concern (LC)",60300,56800,"Least Concern (LC)"
"533",1,"Solanum elaeagnifolium",4743444.00506421,"Least Concern (LC)",1e+05,98100,"Least Concern (LC)"
"534",1,"Solanum erianthum",2139065.04259051,"Least Concern (LC)",3400,3300,"Possible Near Threatened (NT)"
"535",1,"Solanum heterodoxum",1062128.17861329,"Least Concern (LC)",5800,5400,"Least Concern (LC)"
"536",1,"Solanum incompletum",19456.7098747566,"Vulnerable (VU)",500,400,"Vulnerable (VU)"
"537",1,"Solanum interius",860836.684768376,"Least Concern (LC)",2600,2400,"Possible Near Threatened (NT)"
"538",1,"Solanum jamaicense",2246934.1793867,"Least Concern (LC)",1300,1300,"Vulnerable (VU)"
"539",1,"Solanum jamesii",1138064.84180027,"Least Concern (LC)",39100,37500,"Least Concern (LC)"
"540",1,"Solanum nelsonii",4856.60295707338,"Endangered (EN)",400,400,"Endangered (EN)"
"541",1,"Solanum parishii",670568.662201005,"Least Concern (LC)",25900,24600,"Least Concern (LC)"
"542",1,"Solanum pseudogracile",516511.467164029,"Least Concern (LC)",1700,1500,"Vulnerable (VU)"
"543",1,"Solanum ptychanthum",9532380.09535067,"Least Concern (LC)",84500,83300,"Least Concern (LC)"
"544",1,"Solanum rostratum",3462443.56226153,"Least Concern (LC)",53300,52400,"Least Concern (LC)"
"545",1,"Solanum sandwicense",24497.4875986295,"Possible Near Threatened (NT)",1300,1200,"Vulnerable (VU)"
"546",1,"Solanum stoloniferum",2324196.30339247,"Least Concern (LC)",59400,58100,"Least Concern (LC)"
"547",1,"Solanum torvum",530984.544105045,"Least Concern (LC)",6200,5400,"Least Concern (LC)"
"548",1,"Solanum triflorum",4650941.25657582,"Least Concern (LC)",73400,72500,"Least Concern (LC)"
"549",1,"Solanum triquetrum",465481.348301896,"Least Concern (LC)",9400,9000,"Least Concern (LC)"
"550",1,"Solanum wallacei",163232.357421403,"Least Concern (LC)",1400,1200,"Vulnerable (VU)"
"551",1,"Solanum xanti",750869.249242215,"Least Concern (LC)",67300,65700,"Least Concern (LC)"
"552",1,"Carya glabra",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
"553",1,"Tripsacum dactyloides var. dactyloides",971150.265410402,"Least Concern (LC)",1000,1000,"Vulnerable (VU)"
"554",1,"Tripsacum dactyloides",6681604.71081557,"Least Concern (LC)",64800,63500,"Least Concern (LC)"
"555",1,"Tripsacum floridanum",10232.3838733395,"Vulnerable (VU)",600,400,"Vulnerable (VU)"
"556",1,"Tripsacum lanceolatum",908923.062787225,"Least Concern (LC)",15400,14700,"Least Concern (LC)"
"557",1,"Vaccinium angustifolium",4973228.71514746,"Least Concern (LC)",45200,44600,"Least Concern (LC)"
"558",1,"Vaccinium arboreum",2271218.46478352,"Least Concern (LC)",50500,49300,"Least Concern (LC)"
"559",1,"Vaccinium boreale",594818.507547078,"Least Concern (LC)",700,700,"Vulnerable (VU)"
"560",1,"Vaccinium caesariense",50187.5060059676,"Least Concern (LC)",1300,1300,"Vulnerable (VU)"
"561",1,"Vaccinium calycinum",37326.6006438748,"Possible Near Threatened (NT)",2500,2200,"Possible Near Threatened (NT)"
"562",1,"Vaccinium cespitosum",12627633.4840815,"Least Concern (LC)",62200,59800,"Least Concern (LC)"
"563",1,"Vaccinium corymbosum",4114087.05092889,"Least Concern (LC)",66200,64700,"Least Concern (LC)"
"564",1,"Vaccinium crassifolium subsp. sempervirens",5.62192196192992,"Critically Endangered (CR)",100,100,"Endangered (EN)"
"565",1,"Vaccinium crassifolium",72814.4455865992,"Least Concern (LC)",5200,4700,"Least Concern (LC)"
"566",1,"Vaccinium darrowii",366240.13170118,"Least Concern (LC)",11900,10800,"Least Concern (LC)"
"567",1,"Vaccinium deliciosum",1439821.47421533,"Least Concern (LC)",14300,13500,"Least Concern (LC)"
"568",1,"Vaccinium dentatum",31575.1139260966,"Possible Near Threatened (NT)",2300,2000,"Possible Near Threatened (NT)"
"569",1,"Vaccinium elliottii",1063817.93472958,"Least Concern (LC)",20200,19500,"Least Concern (LC)"
"570",1,"Vaccinium erythrocarpum subsp. erythrocarpum",7642.7848021404,"Vulnerable (VU)",600,500,"Vulnerable (VU)"
"571",1,"Vaccinium erythrocarpum",38473.3162867593,"Possible Near Threatened (NT)",3000,3100,"Possible Near Threatened (NT)"
"572",1,"Vaccinium formosum",463528.39960747,"Least Concern (LC)",3000,2900,"Possible Near Threatened (NT)"
"573",1,"Vaccinium fuscatum",2259539.65071059,"Least Concern (LC)",17000,16700,"Least Concern (LC)"
"574",1,"Vaccinium hirsutum",2261.37019767846,"Endangered (EN)",1300,1100,"Vulnerable (VU)"
"575",1,"Vaccinium macrocarpon",3106223.07930712,"Least Concern (LC)",36200,35100,"Least Concern (LC)"
"576",1,"Vaccinium membranaceum",4636463.55579756,"Least Concern (LC)",92400,90800,"Least Concern (LC)"
"577",1,"Vaccinium myrsinites",365239.784491203,"Least Concern (LC)",10600,10300,"Least Concern (LC)"
"578",1,"Vaccinium myrtilloides",6164295.0239921,"Least Concern (LC)",25300,24600,"Least Concern (LC)"
"579",1,"Vaccinium myrtillus",3440457.75943983,"Least Concern (LC)",22200,22200,"Least Concern (LC)"
"580",1,"Vaccinium ovalifolium var. ovalifolium",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
"581",1,"Vaccinium ovalifolium",7808681.29150479,"Least Concern (LC)",53500,53200,"Least Concern (LC)"
"582",1,"Vaccinium ovatum",1038461.29792092,"Least Concern (LC)",37500,36000,"Least Concern (LC)"
"583",1,"Vaccinium oxycoccos",16364575.317702,"Least Concern (LC)",52900,51100,"Least Concern (LC)"
"584",1,"Vaccinium pallidum",2223602.37946633,"Least Concern (LC)",61800,59200,"Least Concern (LC)"
"585",1,"Vaccinium parvifolium",4963233.1335164,"Least Concern (LC)",60400,57400,"Least Concern (LC)"
"586",1,"Vaccinium reticulatum",33794.8877007108,"Possible Near Threatened (NT)",3800,3300,"Possible Near Threatened (NT)"
"587",1,"Vaccinium scoparium",3248622.12058139,"Least Concern (LC)",97800,94600,"Least Concern (LC)"
"588",1,"Vaccinium simulatum",77110.4179683067,"Least Concern (LC)",1800,1700,"Vulnerable (VU)"
"589",1,"Vaccinium stamineum",2472323.42649875,"Least Concern (LC)",85400,84500,"Least Concern (LC)"
"590",1,"Vaccinium tenellum",403643.418143713,"Least Concern (LC)",5300,5200,"Least Concern (LC)"
"591",1,"Vaccinium uliginosum",23785931.2869889,"Least Concern (LC)",109200,108500,"Least Concern (LC)"
"592",1,"Vaccinium virgatum",687226.00406143,"Least Concern (LC)",5900,5800,"Least Concern (LC)"
"593",1,"Vaccinium vitis-idaea",18335254.6644258,"Least Concern (LC)",77100,74800,"Least Concern (LC)"
"594",1,"Vaccinium x marianum",67348.4502864948,"Least Concern (LC)",3400,3100,"Possible Near Threatened (NT)"
"595",1,"Vanilla mexicana",82977.6219163556,"Least Concern (LC)",700,700,"Vulnerable (VU)"
"596",1,"Vanilla phaeantha",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
"597",1,"Vanilla planifolia",82977.6219163556,"Least Concern (LC)",700,700,"Vulnerable (VU)"
"598",1,"Vigna luteola",5128340.12672558,"Least Concern (LC)",15400,14400,"Least Concern (LC)"
"599",1,"Vigna o-wahuensis",15066.9319891255,"Vulnerable (VU)",400,400,"Endangered (EN)"
"600",1,"Vitis acerifolia",597609.389138808,"Least Concern (LC)",3000,2900,"Possible Near Threatened (NT)"
"601",1,"Vitis aestivalis var. aestivalis",1748165.0333198,"Least Concern (LC)",18800,18200,"Least Concern (LC)"
"602",1,"Vitis aestivalis var. bicolor",856811.654173101,"Least Concern (LC)",12500,12200,"Least Concern (LC)"
"603",1,"Vitis aestivalis",3503422.00682633,"Least Concern (LC)",43300,42300,"Least Concern (LC)"
"604",1,"Vitis arizonica",1226370.08121271,"Least Concern (LC)",45600,44500,"Least Concern (LC)"
"605",1,"Vitis californica",418146.320529752,"Least Concern (LC)",30500,29700,"Least Concern (LC)"
"606",1,"Vitis cinerea var. baileyana",337433.743492831,"Least Concern (LC)",2700,2500,"Possible Near Threatened (NT)"
"607",1,"Vitis cinerea var. cinerea",824273.992973723,"Least Concern (LC)",8600,8100,"Least Concern (LC)"
"608",1,"Vitis cinerea var. floridana",491834.527502754,"Least Concern (LC)",3000,2900,"Possible Near Threatened (NT)"
"609",1,"Vitis cinerea var. helleri",50065.9546982541,"Least Concern (LC)",1400,1300,"Vulnerable (VU)"
"610",1,"Vitis cinerea",2518146.65229479,"Least Concern (LC)",15100,14300,"Least Concern (LC)"
"611",1,"Vitis girdiana",200183.858769077,"Least Concern (LC)",16900,15700,"Least Concern (LC)"
"612",1,"Vitis labrusca",1954128.09648205,"Least Concern (LC)",26000,25700,"Least Concern (LC)"
"613",1,"Vitis monticola",38614.7011145457,"Possible Near Threatened (NT)",2700,2200,"Possible Near Threatened (NT)"
"614",1,"Vitis mustangensis",408126.101838163,"Least Concern (LC)",4300,4300,"Possible Near Threatened (NT)"
"615",1,"Vitis palmata",1153288.37577085,"Least Concern (LC)",4700,4400,"Least Concern (LC)"
"616",1,"Vitis riparia",3915908.53851718,"Least Concern (LC)",51100,50300,"Least Concern (LC)"
"617",1,"Vitis rotundifolia var. munsoniana",34049.7108463029,"Possible Near Threatened (NT)",700,700,"Vulnerable (VU)"
"618",1,"Vitis rotundifolia var. rotundifolia",1147941.97649713,"Least Concern (LC)",2600,2600,"Possible Near Threatened (NT)"
"619",1,"Vitis rotundifolia",2231943.38420703,"Least Concern (LC)",29000,28200,"Least Concern (LC)"
"620",1,"Vitis rupestris",1017878.89170576,"Least Concern (LC)",5900,5600,"Least Concern (LC)"
"621",1,"Vitis shuttleworthii",50028.8591142089,"Least Concern (LC)",2400,1900,"Possible Near Threatened (NT)"
"622",1,"Vitis tiliifolia",2335851.88084721,"Least Concern (LC)",5500,5100,"Least Concern (LC)"
"623",1,"Vitis treleasei",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
"624",1,"Vitis vulpina",4046025.77950721,"Least Concern (LC)",54600,53300,"Least Concern (LC)"
"625",1,"Vitis x champinii",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
"626",1,"Vitis x doaniana",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
"627",1,"Vitis x novae-angliae",199148.908692385,"Least Concern (LC)",900,800,"Vulnerable (VU)"
"628",1,"Vitis x slavinii",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
"629",1,"Xanthosoma sagittifolium",824273.992973723,"Least Concern (LC)",8600,8100,"Least Concern (LC)"
"630",1,"Zizania aquatica var. aquatica",878265.570770064,"Least Concern (LC)",2600,2400,"Possible Near Threatened (NT)"
"631",1,"Zizania aquatica",2744963.2141871,"Least Concern (LC)",11800,11100,"Least Concern (LC)"
"632",1,"Zizania palustris var. interior",944505.860921449,"Least Concern (LC)",6600,6500,"Least Concern (LC)"
"633",1,"Zizania palustris var. palustris",1783603.50519075,"Least Concern (LC)",4000,3800,"Possible Near Threatened (NT)"
"634",1,"Zizania palustris",2027307.32257189,"Least Concern (LC)",6800,6700,"Least Concern (LC)"
"635",1,"Zizania texana",NA,"Critically Endangered (CR)",NA,NA,"Critically Endangered (CR)"
