"","ID","FCSex","FCSin","FCSc_mean_class","diff","ExsituOverInsitu"
"296","Leymus mollis subsp. mollis",1.76973768869183,50.6330095624008,"MP",-48.863271873709,0
"297","Leymus mollis",9.49836557944213,49.890562201866,"MP",-40.3921966224239,0
"298","Leymus pacificus",0.546448087431693,63.3200859287453,"MP",-62.7736378413136,0
"299","Leymus salina subsp. salina",28.7336991797958,47.1209123580767,"MP",-18.3872131782809,0
"300","Leymus salina",14.1264405295263,41.2183582691592,"MP",-27.0919177396329,0
"301","Leymus simplex",0,34.181000972066,"HP",-34.181000972066,0
"302","Leymus triticoides",9.23033411314786,43.8916690547154,"MP",-34.6613349415675,0
"303","Malus angustifolia",12.132532230742,30.9538596451297,"HP",-18.8213274143877,0
"304","Malus coronaria",7.90106916973472,27.6593976837635,"HP",-19.7583285140288,0
"305","Malus fusca",27.6790259371604,40.4372856083289,"MP",-12.7582596711685,0
"306","Malus ioensis",12.5879455875016,35.8044409523373,"HP",-23.2164953648357,0
"307","Manihot angustiloba",0.101317122593718,37.1832793282152,"HP",-37.0819622056215,0
"308","Manihot davisiae",0.505050505050507,38.0691480758247,"HP",-37.5640975707742,0
"309","Nicotiana attenuata",17.8500693083413,41.0398243619569,"MP",-23.1897550536156,0
"310","Nicotiana clevelandii",0.898876404494383,55.9844351129923,"MP",-55.0855587084979,0
"311","Nicotiana obtusifolia",6.36695126116402,48.0885125710478,"MP",-41.7215613098838,0
"312","Nicotiana quadrivalvis",13.5960914928239,36.2338098568608,"HP",-22.6377183640369,0
"313","Nicotiana repanda",17.1058853025135,45.5468205280382,"MP",-28.4409352255247,0
"314","Oryza latifolia",5.53459119496857,46.3112948984797,"MP",-40.7767037035111,0
"315","Panicum virgatum",25.4352837600122,36.3938047315288,"MP",-10.9585209715166,0
"316","Persea borbonia",0.47590719809637,38.2156847421144,"HP",-37.739777544018,0
"317","Phaseolus acutifolius var. acutifolius",47.7049634845976,26.9863346984717,"MP",20.7186287861259,1
"318","Phaseolus acutifolius var. tenuifolius",55.6604362349916,48.0956926816044,"LP",7.5647435533872,1
"319","Phaseolus acutifolius",83.2974422750449,27.9788890827717,"LP",55.3185531922732,1
"320","Phaseolus angustissimus",24.1027589368681,42.5463568700808,"MP",-18.4435979332127,0
"321","Phaseolus filiformis",36.7589614161696,58.931798907966,"MP",-22.1728374917964,0
"322","Phaseolus grayanus",40.4062290889723,48.8633107283451,"MP",-8.4570816393728,0
"323","Phaseolus leptostachyus",78.1932431481096,36.4704446004421,"LP",41.7227985476675,1
"324","Phaseolus maculatus subsp. maculatus",37.262350670889,39.9414115778316,"MP",-2.6790609069426,0
"325","Phaseolus maculatus subsp. ritensis",33.2626024982693,42.3561368112432,"MP",-9.0935343129739,0
"326","Phaseolus maculatus",46.8423025508634,39.0546688155573,"MP",7.7876337353061,1
"327","Phaseolus parvulus",21.863310476691,43.1955916963375,"MP",-21.3322812196465,0
"328","Phaseolus polystachios subsp. polystachios",13.0208810042243,42.0739465922088,"MP",-29.0530655879845,0
"329","Phaseolus polystachios subsp. sinuatus",0.56980056980057,34.735576523504,"HP",-34.1657759537034,0
"330","Phaseolus polystachios subsp. smilacifolius",0,52.6267849256582,"MP",-52.6267849256582,0
"331","Phaseolus polystachios",23.8721192806085,37.4882433987809,"MP",-13.6161241181724,0
"332","Phaseolus texensis",53.763827344573,34.4548142101126,"MP",19.3090131344604,1
"333","Pistacia texana",16.1290322580645,33.4795097954695,"HP",-17.350477537405,0
"334","Prunus americana",3.94955000020818,35.9240603010846,"HP",-31.9745103008764,0
"335","Prunus angustifolia",0.268227261643502,31.9978349461512,"HP",-31.7296076845077,0
"336","Prunus caroliniana",0.45045045045045,29.1227111914154,"HP",-28.672260740965,0
"337","Prunus emarginata",9.10993848923506,43.100693651824,"MP",-33.9907551625889,0
"338","Prunus eremophila",0,95.6783812944988,"MP",-95.6783812944988,0
"339","Prunus fasciculata var. fasciculata",1.02564102564103,63.0984701439774,"MP",-62.0728291183364,0
"340","Prunus fasciculata var. punctata",1.30718954248366,33.2968193823581,"HP",-31.9896298398744,0
"341","Prunus fasciculata",12.6901388209259,62.0949234570967,"MP",-49.4047846361708,0
"342","Prunus fremontii",0.378396972824217,64.2691404162389,"MP",-63.8907434434147,0
"343","Prunus geniculata",0.589970501474927,35.9091631526246,"HP",-35.3191926511497,0
"344","Prunus gracilis",0,28.5493471287171,"HP",-28.5493471287171,0
"345","Prunus havardii",0.925925925925927,42.5907803414692,"HP",-41.6648544155433,0
"346","Prunus hortulana",9.81397158841003,25.3312804454172,"HP",-15.5173088570072,0
"347","Prunus ilicifolia var. ilicifolia",0,43.7778508479554,"HP",-43.7778508479554,0
"348","Prunus ilicifolia var. occidentalis",2.45901639344262,50.5388912057231,"MP",-48.0798748122805,0
"349","Prunus ilicifolia",0.29592803030303,43.3052442416259,"HP",-43.0093162113229,0
"350","Prunus maritima",40.416253641972,35.378622595589,"MP",5.037631046383,1
"351","Prunus mexicana",3.0644635222047,36.2015378372664,"HP",-33.1370743150617,0
"352","Prunus minutiflora",0.479616306954437,27.5686484162681,"HP",-27.0890321093137,0
"353","Prunus murrayana",0,41.1517303485754,"HP",-41.1517303485754,0
"354","Prunus myrtifolia",0.079554494828958,45.3849827885835,"HP",-45.3054282937545,0
"355","Prunus nigra",1.02857142857143,36.1035405388803,"HP",-35.0749691103089,0
"356","Prunus pensylvanica",9.52889252625415,38.9739181913263,"HP",-29.4450256650721,0
"357","Prunus pumila var. besseyi",2.88461538461538,34.4680086863975,"HP",-31.5833933017821,0
"358","Prunus pumila var. depressa",2.76243093922652,36.5298471199761,"HP",-33.7674161807496,0
"359","Prunus pumila var. pumila",0.628930817610063,39.2314683823492,"HP",-38.6025375647391,0
"360","Prunus pumila var. susquehanae",0.443458980044347,35.4557642504034,"HP",-35.0123052703591,0
"361","Prunus pumila",0.555555555555557,34.0159361765919,"HP",-33.4603806210363,0
"362","Prunus rivularis",0.35880875493362,29.2894942081759,"HP",-28.9306854532423,0
"363","Prunus serotina var. alabamensis",13.3995648153796,36.8766070909061,"MP",-23.4770422755265,0
"364","Prunus serotina var. serotina",0.35906642728905,31.3712252816326,"HP",-31.0121588543436,0
"365","Prunus serotina var. virens",0.104602510460251,46.370656795308,"HP",-46.2660542848477,0
"366","Prunus serotina",7.27032414295719,35.0200128396301,"HP",-27.7496886966729,0
"367","Prunus subcordata",0.625,38.1915090409759,"HP",-37.5665090409759,0
"368","Prunus texana",3.10880829015544,18.5882578644151,"HP",-15.4794495742597,0
"369","Prunus umbellata",0.343234323432343,35.2437303568342,"HP",-34.9004960334019,0
"370","Prunus virginiana var. demissa",3.8293946433922,40.0387870684103,"HP",-36.2093924250181,0
"371","Prunus virginiana var. virginiana",0.35273368606702,32.0048262660623,"HP",-31.6520925799953,0
"372","Prunus virginiana",6.91176990763794,38.3685523064135,"HP",-31.4567823987756,0
"373","Pseudoroegneria spicata",23.6654023648713,40.2181052675114,"MP",-16.5527029026401,0
"374","Psidium guajava",1.48705096073517,58.2676045625982,"MP",-56.780553601863,0
"375","Ribes amarum",12.8826463081398,37.6445495351712,"MP",-24.7619032270314,0
"376","Ribes americanum",9.17333446636468,36.0397569674322,"HP",-26.8664225010675,0
"377","Ribes aureum var. aureum",12.5926154835854,33.6002400449221,"HP",-21.0076245613367,0
"378","Ribes aureum var. gracillimum",17.0355008230552,27.4852356576483,"HP",-10.4497348345931,0
"379","Ribes aureum var. villosum",6.18100767651495,31.2989051832573,"HP",-25.1178975067424,0
"380","Ribes aureum",2.03495956017497,38.2354207934935,"HP",-36.2004612333185,0
"381","Ribes binominatum",11.7505722870755,35.6059690814641,"HP",-23.8553967943886,0
"382","Ribes bracteosum",22.1480209576159,45.9731819200984,"MP",-23.8251609624825,0
"383","Ribes californicum var. hesperium",0.64516129032258,32.5862721665643,"HP",-31.9411108762417,0
"384","Ribes californicum",0.16134236850597,30.4234960502645,"HP",-30.2621536817585,0
"385","Ribes cereum var. cereum",0.0754716981132077,45.7744241559225,"HP",-45.6989524578093,0
"386","Ribes cereum var. colubrinum",12.850321511333,55.3563100890614,"MP",-42.5059885777284,0
"387","Ribes cereum",18.3908471611258,42.221758498317,"MP",-23.8309113371912,0
"388","Ribes curvatum",9.9472385066857,35.9788000745799,"HP",-26.0315615678942,0
"389","Ribes cynosbati",0.250032899065667,34.8083884800708,"HP",-34.5583555810051,0
"390","Ribes divaricatum",0.44529262086514,38.5757689808931,"HP",-38.130476360028,0
"391","Ribes echinellum",16.2095325166076,34.030435941254,"MP",-17.8209034246464,0
"392","Ribes erythrocarpum",0.539811066126857,59.366038351665,"MP",-58.8262272855381,0
"393","Ribes glandulosum",1.87502103550639,41.0399551994942,"HP",-39.1649341639878,0
"394","Ribes hirtellum",3.73386091543398,39.9227858423522,"HP",-36.1889249269182,0
"395","Ribes howellii",0,39.9986780864873,"HP",-39.9986780864873,0
"396","Ribes hudsonianum var. hudsonianum",0,37.9953096913335,"HP",-37.9953096913335,0
"397","Ribes hudsonianum var. petiolare",11.7300578375365,47.8780341537086,"MP",-36.1479763161721,0
"398","Ribes hudsonianum",5.80076705726908,41.4255607221877,"HP",-35.6247936649186,0
"399","Ribes indecorum",0.250089317613433,42.7362176714271,"HP",-42.4861283538137,0
"400","Ribes inerme",6.9632271991936,41.6576001957941,"HP",-34.6943729966005,0
"401","Ribes lacustre",11.3090171786033,47.179164033855,"MP",-35.8701468552517,0
"402","Ribes lasianthum",0.40650406504065,68.1655066694092,"MP",-67.7590026043685,0
"403","Ribes laxiflorum",11.193981857703,53.3916837492939,"MP",-42.1977018915909,0
"404","Ribes leptanthum",3.75754403579438,43.0701657106288,"HP",-39.3126216748344,0
"405","Ribes lobbii",21.7201985408337,40.7683647219688,"MP",-19.0481661811351,0
"406","Ribes malvaceum var. malvaceum",0.516795865633073,38.6692114844132,"HP",-38.1524156187801,0
"407","Ribes malvaceum var. viridifolium",28.0227119572266,41.7271581815972,"MP",-13.7044462243706,0
"408","Ribes malvaceum",10.3489252793047,41.841554416516,"MP",-31.4926291372113,0
"409","Ribes marshallii",0.15015015015015,27.4696648478523,"HP",-27.3195146977022,0
"410","Ribes menziesii",4.55716570335435,38.8511742308168,"HP",-34.2940085274625,0
"411","Ribes mescalerium",26.9268933065213,18.9902166496213,"HP",7.9366766569,1
"412","Ribes missouriense",8.79243624534258,30.7898217162632,"HP",-21.9973854709206,0
"413","Ribes montigenum",4.72903803632271,53.6600995598221,"MP",-48.9310615234994,0
"414","Ribes nevadense",14.6228195837663,46.2132847058022,"MP",-31.5904651220359,0
"415","Ribes niveum",10.4123541360644,35.898496341298,"HP",-25.4861422052336,0
"416","Ribes oxyacanthoides subsp. cognatum",0,36.5380550301412,"HP",-36.5380550301412,0
"417","Ribes oxyacanthoides subsp. hendersonii",0,39.7457765577374,"HP",-39.7457765577374,0
"418","Ribes oxyacanthoides subsp. irriguum",11.2181658042588,45.7209135120591,"MP",-34.5027477078003,0
"419","Ribes oxyacanthoides subsp. oxyacanthoides",0,41.6131274986542,"HP",-41.6131274986542,0
"420","Ribes oxyacanthoides subsp. setosum",0.269179004037685,37.7650091401081,"HP",-37.4958301360704,0
"421","Ribes oxyacanthoides",0.345781466113417,32.8848419044206,"HP",-32.5390604383072,0
"422","Ribes pinetorum",7.2537903436793,49.4898907543459,"MP",-42.2361004106666,0
"423","Ribes roezlii var. amictum",0,53.9227931943714,"MP",-53.9227931943714,0
"424","Ribes roezlii var. cruentum",27.8551444873068,37.2621607729289,"MP",-9.4070162856221,0
"425","Ribes roezlii var. roezlii",0,44.0838800846706,"HP",-44.0838800846706,0
"426","Ribes roezlii",18.7407469726905,48.7849667803125,"MP",-30.044219807622,0
"427","Ribes rotundifolium",19.818104921285,34.425491877965,"MP",-14.60738695668,0
"428","Ribes sanguineum var. glutinosum",12.3054171968936,43.4042813238777,"MP",-31.0988641269841,0
"429","Ribes sanguineum var. sanguineum",1.15384615384615,37.4797121349559,"HP",-36.3258659811098,0
"430","Ribes sanguineum",21.4570939030276,38.4466502832533,"MP",-16.9895563802257,0
"431","Ribes sericeum",0.387596899224807,46.2953927349746,"HP",-45.9077958357498,0
"432","Ribes speciosum",12.9241100458784,39.6521028707969,"MP",-26.7279928249185,0
"433","Ribes thacherianum",29.7976968565204,80.5097250167673,"LP",-50.7120281602469,0
"434","Ribes triste",3.17782969328406,47.0848341715733,"MP",-43.9070044782892,0
"435","Ribes tularense",0.925925925925927,71.0923198501866,"MP",-70.1663939242607,0
"436","Ribes velutinum",6.27414613580242,47.9608500587647,"MP",-41.6867039229623,0
"437","Ribes viburnifolium",25.7553392079858,51.0000008296014,"MP",-25.2446616216156,0
"438","Ribes viscosissimum",14.055827374921,47.3568580653834,"MP",-33.3010306904624,0
"439","Ribes watsonianum",0.657894736842107,47.0886067233073,"HP",-46.4307119864652,0
"440","Ribes wolfii",3.74266530749942,43.9633267985815,"HP",-40.2206614910821,0
"441","Rubus abactus",0,40.862869589464,"HP",-40.862869589464,0
"442","Rubus aboriginum",0,27.9123846660432,"HP",-27.9123846660432,0
"443","Rubus allegheniensis",12.3932130828305,35.1352396480254,"HP",-22.7420265651949,0
"444","Rubus alumnus",5.77519546685614,32.8908346194249,"HP",-27.1156391525688,0
"445","Rubus andrewsianus",0,16.883394331969,"HP",-16.883394331969,0
"446","Rubus arcticus subsp. acaulis",0.209863588667366,44.9949992380126,"HP",-44.7851356493452,0
"447","Rubus arcticus subsp. arcticus",14.8585329878153,58.6575719790802,"MP",-43.7990389912649,0
"448","Rubus arcticus subsp. stellatus",10.505347354452,65.2366583813858,"MP",-54.7313110269338,0
"449","Rubus arcticus",0.102363670202866,54.7853742768827,"MP",-54.6830106066798,0
"450","Rubus argutus",10.5263536426499,39.2365822971866,"HP",-28.7102286545367,0
"451","Rubus baileyanus",0,33.9228266326412,"HP",-33.9228266326412,0
"452","Rubus canadensis",10.260614463584,40.7801707969551,"MP",-30.5195563333711,0
"453","Rubus chamaemorus",6.73819397319084,54.1244034176235,"MP",-47.3862094444327,0
"454","Rubus cuneifolius",11.5084641509135,42.0853448290502,"MP",-30.5768806781367,0
"455","Rubus deamii",0,47.4469964431507,"HP",-47.4469964431507,0
"456","Rubus deliciosus",14.650129714787,33.4675266991341,"HP",-18.8173969843471,0
"457","Rubus enslenii",0.10498687664042,35.9726816540773,"HP",-35.8676947774369,0
"458","Rubus flagellaris",7.02071705260082,37.7181140178463,"HP",-30.6973969652455,0
"459","Rubus frondosus",0,34.9080066075804,"HP",-34.9080066075804,0
"460","Rubus glandicaulis",0,38.5409049507527,"HP",-38.5409049507527,0
"461","Rubus hawaiensis",69.559917943459,46.4255118426455,"LP",23.1344061008135,1
"462","Rubus hispidus",9.059708267382,34.0840553571709,"HP",-25.0243470897889,0
"463","Rubus idaeus subsp. strigosus",21.2136141322125,44.6528276195289,"MP",-23.4392134873164,0
"464","Rubus idaeus",0.206535369181972,44.0949994591437,"HP",-43.8884640899617,0
"465","Rubus lasiococcus",24.4515736674763,58.2449342535264,"MP",-33.7933605860501,0
"466","Rubus leucodermis",24.3840926646361,45.2810753080338,"MP",-20.8969826433977,0
"467","Rubus lucidus",0,33.5908381285611,"HP",-33.5908381285611,0
"468","Rubus missouricus",0,34.5597113579586,"HP",-34.5597113579586,0
"469","Rubus neomexicanus",9.50111336275177,53.3865716599095,"MP",-43.8854582971577,0
"470","Rubus nivalis",9.66048725404237,42.2081139769851,"MP",-32.5476267229427,0
"471","Rubus notatus",0,34.773839838439,"HP",-34.773839838439,0
"472","Rubus nutkanus",0.414462081128747,41.7238364776465,"HP",-41.3093743965178,0
"473","Rubus occidentalis",36.3672721345726,32.7518984566954,"MP",3.6153736778772,1
"474","Rubus odoratus",21.0014380214722,32.6047694775416,"MP",-11.6033314560694,0
"475","Rubus ostryifolius",27.6716712723798,55.6183490852788,"MP",-27.946677812899,0
"476","Rubus pedatus",0.398406374501993,50.6864648317492,"MP",-50.2880584572472,0
"477","Rubus pensilvanicus",0.090950432014552,36.2425805385857,"HP",-36.1516301065711,0
"478","Rubus pubescens",0.156628221557739,38.8547972705911,"HP",-38.6981690490334,0
"479","Rubus recurvans",0,34.7517591294271,"HP",-34.7517591294271,0
"480","Rubus riograndis",0,35.9725424433219,"HP",-35.9725424433219,0
"481","Rubus semisetosus",0.17921146953405,34.8463184477272,"HP",-34.6671069781931,0
"482","Rubus setosus",0.122850122850123,33.9098812120243,"HP",-33.7870310891742,0
"483","Rubus spectabilis",24.2161599813659,43.595443512871,"MP",-19.3792835315051,0
"484","Rubus stipulatus",0,40.3573946990756,"HP",-40.3573946990756,0
"485","Rubus trivialis",19.9095330788459,35.5734051815307,"MP",-15.6638721026848,0
"486","Rubus ursinus subsp. macropetalus",0.109289617486339,40.4620157962662,"HP",-40.3527261787799,0
"487","Rubus ursinus subsp. ursinus",0,35.3254201983424,"HP",-35.3254201983424,0
"488","Rubus ursinus",28.3804459595543,39.3183239496165,"MP",-10.9378779900622,0
"489","Rubus vermontanus",6.50096918010483,39.4960964531486,"HP",-32.9951272730438,0
"490","Saccharum alopecuroides",10.2775712360936,33.5116963471894,"HP",-23.2341251110958,0
"491","Saccharum baldwinii",0,35.7646736622019,"HP",-35.7646736622019,0
"492","Saccharum brevibarbe var. contortum",0.212992545260916,36.9283883941617,"HP",-36.7153958489008,0
"493","Saccharum brevibarbe",0,37.4713046072912,"HP",-37.4713046072912,0
"494","Saccharum coarctatum",0.284900284900285,35.5239547432413,"HP",-35.239054458341,0
"495","Saccharum giganteum",7.62240413047362,40.6746151068961,"HP",-33.0522109764225,0
"496","Solanum adscendens",0,26.2496909325814,"HP",-26.2496909325814,0
"497","Solanum americanum",1.73611111111111,42.945691207102,"HP",-41.2095800959909,0
"498","Solanum bahamense",0.0280112044817927,41.6829380495424,"HP",-41.6549268450606,0
"499","Solanum campechiense",0,44.1963015038808,"HP",-44.1963015038808,0
"500","Solanum carolinense",0.0794596742153357,32.8946340883786,"HP",-32.8151744141633,0
"501","Solanum citrullifolium",0.930232558139533,39.5028844403706,"HP",-38.5726518822311,0
"502","Solanum dimidiatum",5.40911414443754,27.6173493771505,"HP",-22.208235232713,0
"503","Solanum donianum",0.432900432900433,63.5790992063836,"MP",-63.1461987734832,0
"504","Solanum douglasii",0.0257102455328448,39.491805013882,"HP",-39.4660947683492,0
"505","Solanum elaeagnifolium",0.132365694463463,38.2419950249802,"HP",-38.1096293305167,0
"506","Solanum erianthum",0.103244837758112,47.7076383166672,"HP",-47.6043934789091,0
"507","Solanum heterodoxum",0.189393939393939,36.0763439167606,"HP",-35.8869499773667,0
"508","Solanum incompletum",1.75438596491228,44.4287586376967,"HP",-42.6743726727844,0
"509","Solanum interius",0,27.0753950181296,"HP",-27.0753950181296,0
"510","Solanum jamaicense",0.153139356814701,25.4034319237392,"HP",-25.2502925669245,0
"511","Solanum jamesii",49.7200039338997,41.7455296850403,"MP",7.97447424885939,1
"512","Solanum parishii",0.192554557124519,32.9170880480789,"HP",-32.7245334909544,0
"513","Solanum pseudogracile",0,38.7188084248772,"HP",-38.7188084248772,0
"514","Solanum ptychanthum",0.287685307500367,35.4402649576063,"HP",-35.1525796501059,0
"515","Solanum rostratum",0.196353436185133,34.1422820016536,"HP",-33.9459285654685,0
"516","Solanum sandwicense",2.89855072463768,23.2068659129335,"HP",-20.3083151882958,0
"517","Solanum stoloniferum",55.4774707153833,42.534496211794,"MP",12.9429745035893,1
"518","Solanum torvum",0.743281875357347,39.0448930117784,"HP",-38.3016111364211,0
"519","Solanum triflorum",0,34.7264115449424,"HP",-34.7264115449424,0
"520","Solanum triquetrum",0.0868055555555557,33.8139620142123,"HP",-33.7271564586567,0
"521","Solanum wallacei",0.77319587628866,61.4659753313167,"MP",-60.692779455028,0
"522","Solanum xanti",0.0421727395411607,40.4921945508851,"HP",-40.4500218113439,0
"523","Tripsacum dactyloides var. dactyloides",0,35.5589750534681,"HP",-35.5589750534681,0
"524","Tripsacum dactyloides",26.1642371854042,36.1566894464504,"MP",-9.9924522610462,0
"525","Tripsacum floridanum",8.11965811965813,39.0613005707459,"HP",-30.9416424510878,0
"526","Tripsacum lanceolatum",18.7175486750262,41.7541478340058,"MP",-23.0365991589796,0
"527","Vaccinium angustifolium",18.0941987487131,31.8144425591092,"HP",-13.7202438103961,0
"528","Vaccinium arboreum",28.0024122354424,35.9275328292361,"MP",-7.9251205937937,0
"529","Vaccinium boreale",1.40646976090014,40.4911280063876,"HP",-39.0846582454875,0
"530","Vaccinium caesariense",26.1268381123533,47.1135531135531,"MP",-20.9867150011998,0
"531","Vaccinium calycinum",56.1963429690198,57.0033966807131,"LP",-0.8070537116933,0
"532","Vaccinium cespitosum",8.58671472227372,51.2168935041508,"MP",-42.6301787818771,0
"533","Vaccinium corymbosum",16.8413409113252,37.3472416987373,"MP",-20.5059007874121,0
"534","Vaccinium crassifolium subsp. sempervirens",2.38095238095238,0,"HP",2.38095238095238,1
"535","Vaccinium crassifolium",16.8439240109714,26.5474324719451,"HP",-9.7035084609737,0
"536","Vaccinium darrowii",36.3220456857945,31.9968782870492,"MP",4.3251673987453,1
"537","Vaccinium deliciosum",20.1495996500298,60.4540041582183,"MP",-40.3044045081885,0
"538","Vaccinium dentatum",0,39.1938166263584,"HP",-39.1938166263584,0
"539","Vaccinium elliottii",12.4012404067856,39.28218903504,"MP",-26.8809486282544,0
"540","Vaccinium erythrocarpum subsp. erythrocarpum",82.8505907406088,45.7468139167488,"LP",37.10377682386,1
"541","Vaccinium erythrocarpum",31.033783288299,49.3844795729521,"MP",-18.3506962846531,0
"542","Vaccinium formosum",14.9448186148264,27.7140233466354,"HP",-12.769204731809,0
"543","Vaccinium fuscatum",7.85652844377912,34.4829169505553,"HP",-26.6263885067762,0
"544","Vaccinium hirsutum",45.625447393971,47.1424978239373,"MP",-1.5170504299663,0
"545","Vaccinium macrocarpon",25.8417134851975,38.0966163583368,"MP",-12.2549028731393,0
"546","Vaccinium membranaceum",26.204051398562,44.123854927199,"MP",-17.919803528637,0
"547","Vaccinium myrsinites",7.21303109463372,34.4299178721546,"HP",-27.2168867775209,0
"548","Vaccinium myrtilloides",7.93377051956439,39.5973410881124,"HP",-31.663570568548,0
"549","Vaccinium myrtillus",15.2809555403648,42.9859192218096,"MP",-27.7049636814448,0
"550","Vaccinium ovalifolium",24.8111830557218,50.8804991026191,"MP",-26.0693160468973,0
"551","Vaccinium ovatum",32.2644918990137,37.6975220149993,"MP",-5.4330301159856,0
"552","Vaccinium oxycoccos",15.5059695987198,44.7193884266826,"MP",-29.2134188279628,0
"553","Vaccinium pallidum",18.5529276118049,35.1380982559459,"MP",-16.585170644141,0
"554","Vaccinium parvifolium",26.3516139783781,40.7985072311047,"MP",-14.4468932527266,0
"555","Vaccinium reticulatum",64.5978198261916,61.4522168906869,"LP",3.1456029355047,1
"556","Vaccinium scoparium",21.0680739285993,48.5247964300933,"MP",-27.456722501494,0
"557","Vaccinium simulatum",52.3160408436058,45.4121071223074,"MP",6.9039337212984,1
"558","Vaccinium stamineum",16.7909549058004,36.3462316262341,"MP",-19.5552767204337,0
"559","Vaccinium tenellum",25.8152274851532,27.2188028004245,"MP",-1.4035753152713,0
"560","Vaccinium uliginosum",12.5429518671515,54.0074383340116,"MP",-41.4644864668601,0
"561","Vaccinium virgatum",10.4900174731621,36.8574045941616,"HP",-26.3673871209995,0
"562","Vaccinium vitis-idaea",8.50017923899499,50.0821330337225,"MP",-41.5819537947275,0
"563","Vaccinium x marianum",0,19.3765529975361,"HP",-19.3765529975361,0
"564","Vanilla mexicana",60.7536742156778,23.5611704695932,"MP",37.1925037460846,1
"565","Vanilla planifolia",71.4507022070041,12.1989807813791,"MP",59.251721425625,1
"566","Vigna luteola",18.1962442340212,42.2572776735496,"MP",-24.0610334395284,0
"567","Vigna o-wahuensis",6.06060606060607,39.0093074528807,"HP",-32.9487013922746,0
"568","Vitis acerifolia",13.3627019089574,22.7438932956396,"HP",-9.3811913866822,0
"569","Vitis aestivalis var. aestivalis",0.205920205920206,35.7114888339262,"HP",-35.505568628006,0
"570","Vitis aestivalis var. bicolor",0.25,37.1069139931668,"HP",-36.8569139931668,0
"571","Vitis aestivalis",0.398381574852163,36.4033211247734,"HP",-36.0049395499212,0
"572","Vitis arizonica",3.22568938172872,47.3311548316016,"MP",-44.1054654498729,0
"573","Vitis californica",17.5335948182501,33.2270961929251,"MP",-15.693501374675,0
"574","Vitis cinerea var. baileyana",0.1230012300123,37.1432084589175,"HP",-37.0202072289052,0
"575","Vitis cinerea var. cinerea",0.0706214689265537,35.883248291634,"HP",-35.8126268227074,0
"576","Vitis cinerea var. floridana",0.338409475465313,32.8262207881867,"HP",-32.4878113127214,0
"577","Vitis cinerea var. helleri",3.34620334620333,45.1027297322482,"HP",-41.7565263860449,0
"578","Vitis cinerea",1.54382470119522,36.6091061555158,"HP",-35.0652814543206,0
"579","Vitis girdiana",0.349744417541027,48.5386147999323,"HP",-48.1888703823913,0
"580","Vitis labrusca",0.826553015627017,34.0345796550175,"HP",-33.2080266393905,0
"581","Vitis monticola",28.7849469603003,19.7930048809966,"HP",8.9919420793037,1
"582","Vitis mustangensis",5.453306066803,34.6541173339058,"HP",-29.2008112671028,0
"583","Vitis palmata",0.780532598714417,39.557549872992,"HP",-38.7770172742776,0
"584","Vitis riparia",2.39307080989374,32.9452634505221,"HP",-30.5521926406284,0
"585","Vitis rotundifolia var. munsoniana",2.11946050096339,60.5859762143809,"MP",-58.4665157134175,0
"586","Vitis rotundifolia var. rotundifolia",0.0701754385964913,40.0151995930781,"HP",-39.9450241544816,0
"587","Vitis rotundifolia",7.24457263312214,34.9080475885984,"HP",-27.6634749554763,0
"588","Vitis rupestris",3.28820116054159,40.4156892479887,"HP",-37.1274880874471,0
"589","Vitis shuttleworthii",0.52910052910053,41.575628007922,"HP",-41.0465274788215,0
"590","Vitis tiliifolia",0.886917960088693,43.6366725958369,"HP",-42.7497546357482,0
"591","Vitis vulpina",0.523307856503477,34.1691455148051,"HP",-33.6458376583016,0
"592","Zizania aquatica var. aquatica",0.256410256410256,36.4802774622879,"HP",-36.2238672058776,0
"593","Zizania aquatica",0.204373594931535,34.8326666812496,"HP",-34.6282930863181,0
"594","Zizania palustris var. interior",0,38.3608817745218,"HP",-38.3608817745218,0
"595","Zizania palustris var. palustris",0.350877192982457,37.5950806177738,"HP",-37.2442034247913,0
"596","Zizania palustris",0.07183908045977,40.0728346284907,"HP",-40.0009955480309,0
